Outlet,ProductId,ProductName,Variant,MAE,RMSE,ExactAccuracy,Within1Accuracy,Bias,TotalActual,TotalForecast
SHOP003,13,Banana Bread,Chocolate,0.6304347826086957,0.8340576562282991,0.40217391304347827,0.967391304347826,0.15217391304347827,69.0,83.0
SHOP003,14,Banana Bread,Original,0.6956521739130435,0.9780192938436515,0.3695652173913043,0.967391304347826,0.17391304347826086,75.0,91.0
SHOP003,15,Basic Latte,Hot Arabica,0.7282608695652174,0.9945503681476412,0.3695652173913043,0.9239130434782609,0.07608695652173914,72.0,79.0
SHOP003,16,Basic Latte,Ice Houseblend,0.7608695652173914,0.9890707100936805,0.33695652173913043,0.9130434782608695,0.08695652173913043,83.0,91.0
SHOP003,17,Basic Latte,Hot Houseblend,0.7065217391304348,0.9148532788043832,0.358695652173913,0.9347826086956522,0.25,65.0,88.0
SHOP003,18,Basic Latte,Ice Arabica,0.6956521739130435,0.8968544062928813,0.34782608695652173,0.967391304347826,0.10869565217391304,68.0,78.0
SHOP003,19,Berry Cake,-,0.6739130434782609,0.9555330859059091,0.41304347826086957,0.9347826086956522,0.21739130434782608,68.0,88.0
SHOP003,20,Biru,-,0.75,0.9612039551927889,0.33695652173913043,0.9130434782608695,0.07608695652173914,74.0,81.0
SHOP003,21,Biru (Gedhe),-,0.7391304347826086,0.9325048082403138,0.32608695652173914,0.9347826086956522,0.2391304347826087,67.0,89.0
SHOP003,22,Black Rice,Ice,0.7065217391304348,0.902893898143269,0.34782608695652173,0.9456521739130435,0.16304347826086957,53.0,68.0
SHOP003,23,Black Rice,Hot,0.6630434782608695,0.8533820185387183,0.3695652173913043,0.967391304347826,0.18478260869565216,60.0,77.0
SHOP003,24,Burnt Sugar,-,0.6413043478260869,0.8784868413555109,0.42391304347826086,0.9347826086956522,0.14130434782608695,74.0,87.0
SHOP003,25,Butterscotch,-,0.7282608695652174,0.9835605239881408,0.3804347826086957,0.9021739130434783,0.2717391304347826,77.0,102.0
SHOP003,26,Butterscotch Latte (Gedhe),-,0.6630434782608695,0.8533820185387183,0.3695652173913043,0.967391304347826,0.25,64.0,87.0
SHOP003,27,Candy Latte,-,0.6956521739130435,0.9325048082403138,0.3804347826086957,0.9347826086956522,0.1956521739130435,70.0,88.0
SHOP003,28,Candy Latte (Gedhe),-,0.7282608695652174,0.9148532788043832,0.31521739130434784,0.967391304347826,0.09782608695652174,68.0,77.0
SHOP003,29,Cappuccino,Hot Houseblend,0.6630434782608695,0.8784868413555109,0.3804347826086957,0.967391304347826,0.14130434782608695,75.0,88.0
SHOP003,3,Air Mineral,-,0.7282608695652174,0.8907739673281686,0.30434782608695654,0.967391304347826,0.14130434782608695,79.0,92.0
SHOP003,30,Cappuccino,Hot Arabica,0.6304347826086957,0.8968544062928813,0.44565217391304346,0.9347826086956522,0.08695652173913043,87.0,95.0
SHOP003,31,Cappuccino,Ice Houseblend,0.7608695652173914,1.0215078369104984,0.32608695652173914,0.9565217391304348,0.17391304347826086,71.0,87.0
SHOP003,32,Cappuccino,Ice Arabica,0.6304347826086957,0.8597269536210951,0.41304347826086957,0.967391304347826,0.2391304347826087,56.0,78.0
SHOP003,33,Chamomile,-,0.7282608695652174,0.9383148632568364,0.33695652173913043,0.9456521739130435,0.09782608695652174,72.0,81.0
SHOP003,34,Chocolate,Hot,0.75,0.9945503681476412,0.34782608695652173,0.9239130434782609,0.05434782608695652,72.0,77.0
SHOP003,35,Chocolate,Ice,0.717391304347826,0.8968544062928813,0.32608695652173914,0.9565217391304348,0.1956521739130435,57.0,75.0
SHOP003,36,Cold Brew,-,0.7282608695652174,0.9724464889715235,0.358695652173913,0.9347826086956522,0.07608695652173914,57.0,64.0
SHOP003,37,Chocolate (Gedhe),-,0.6739130434782609,0.8968544062928813,0.391304347826087,0.9347826086956522,0.10869565217391304,78.0,88.0
SHOP003,38,Creamy Klepon,-,0.7608695652173914,1.0215078369104984,0.3695652173913043,0.8804347826086957,0.043478260869565216,88.0,92.0
SHOP003,39,Donat Polos,-,0.6739130434782609,0.8846517369293828,0.3804347826086957,0.9456521739130435,0.0,53.0,53.0
SHOP003,4,Americano,Hot Houseblend,0.7717391304347826,0.9724464889715235,0.31521739130434784,0.9130434782608695,0.16304347826086957,69.0,84.0
SHOP003,40,Espresso Arabica,On The Rock,0.6630434782608695,0.8907739673281686,0.391304347826087,0.9565217391304348,0.05434782608695652,76.0,81.0
SHOP003,41,Espresso Arabica,Basic Espresso,0.6847826086956522,0.8907739673281686,0.3695652173913043,0.9456521739130435,0.20652173913043478,63.0,82.0
SHOP003,42,Espresso Houseblend,On The Rock,0.6304347826086957,0.9440891630699332,0.4673913043478261,0.9239130434782609,-0.10869565217391304,53.0,43.0
SHOP003,43,Espresso Houseblend,Basic Espresso,0.5434782608695652,0.8340576562282991,0.5217391304347826,0.9456521739130435,0.021739130434782608,66.0,68.0
SHOP003,44,Extra Shot,Houseblend,0.6521739130434783,0.8597269536210951,0.3804347826086957,0.9782608695652174,0.17391304347826086,72.0,88.0
SHOP003,45,Extra Shot,Arabica,0.717391304347826,1.0108111250054497,0.41304347826086957,0.8913043478260869,-0.08695652173913043,73.0,65.0
SHOP003,46,Forbidden Berry,-,0.782608695652174,0.9555330859059091,0.2717391304347826,0.9565217391304348,0.15217391304347827,76.0,90.0
SHOP003,47,Friendly Coffee,Hot double shot,0.6739130434782609,0.9555330859059091,0.42391304347826086,0.9239130434782609,0.13043478260869565,78.0,90.0
SHOP003,48,Friendly Coffee,Ice double shot,0.6413043478260869,0.902893898143269,0.43478260869565216,0.9347826086956522,0.05434782608695652,85.0,90.0
SHOP003,49,Friendly Coffee,Hot,0.7065217391304348,0.9835605239881408,0.40217391304347827,0.9130434782608695,0.05434782608695652,86.0,91.0
SHOP003,5,Americano,Ice Houesblend,0.782608695652174,0.9440891630699332,0.2717391304347826,0.9456521739130435,0.21739130434782608,65.0,85.0
SHOP003,50,Friendly Coffee,Ice,0.7608695652173914,0.9890707100936805,0.32608695652173914,0.9347826086956522,0.08695652173913043,79.0,87.0
SHOP003,51,Friendly Coffee (Gedhe),-,0.6195652173913043,0.902893898143269,0.45652173913043476,0.9456521739130435,-0.010869565217391304,85.0,84.0
SHOP003,52,Green Apple,-,0.6413043478260869,0.8660254037844386,0.40217391304347827,0.967391304347826,0.11956521739130435,80.0,91.0
SHOP003,53,Green Thai Tea,-,0.6086956521739131,0.8209220690651828,0.42391304347826086,0.967391304347826,0.13043478260869565,78.0,90.0
SHOP003,54,Green Thai Tea (Gedhe),-,0.6413043478260869,0.8784868413555109,0.41304347826086957,0.9565217391304348,0.11956521739130435,69.0,80.0
SHOP003,55,Gula Gula,-,0.6847826086956522,0.8784868413555109,0.358695652173913,0.9565217391304348,0.14130434782608695,74.0,87.0
SHOP003,56,Happy Moca,Hot,0.6630434782608695,0.8907739673281686,0.40217391304347827,0.9347826086956522,0.20652173913043478,73.0,92.0
SHOP003,57,Happy Moca,Ice,0.7717391304347826,0.902893898143269,0.25,0.9782608695652174,0.18478260869565216,75.0,92.0
SHOP003,58,Hazelnut Latte,-,0.7608695652173914,0.9890707100936805,0.34782608695652173,0.8913043478260869,0.10869565217391304,74.0,84.0
SHOP003,59,Hazelnut Latte (Gedhe),-,0.5978260869565217,0.8008148024519071,0.42391304347826086,0.9782608695652174,0.11956521739130435,80.0,91.0
SHOP003,6,Americano,Hot Arabica,0.782608695652174,1.0215078369104984,0.33695652173913043,0.8913043478260869,0.10869565217391304,84.0,94.0
SHOP003,60,Jasmine,Ice,0.7065217391304348,0.902893898143269,0.33695652173913043,0.967391304347826,0.20652173913043478,73.0,92.0
SHOP003,61,Jasmine,Hot,0.6304347826086957,0.8340576562282991,0.40217391304347827,0.967391304347826,0.06521739130434782,71.0,77.0
SHOP003,62,Jus Semangka,-,0.7391304347826086,0.966841563388569,0.358695652173913,0.9021739130434783,0.10869565217391304,82.0,92.0
SHOP003,63,Lemon Tea,Hot,0.6413043478260869,0.8660254037844386,0.41304347826086957,0.9456521739130435,0.14130434782608695,77.0,90.0
SHOP003,64,Lemon Tea,Ice,0.6086956521739131,0.8597269536210951,0.44565217391304346,0.9565217391304348,0.10869565217391304,73.0,83.0
SHOP003,65,Lemons,-,0.6521739130434783,0.8597269536210951,0.391304347826087,0.9565217391304348,0.21739130434782608,71.0,91.0
SHOP003,66,Matcha Espresso,-,0.75,0.9148532788043832,0.29347826086956524,0.9565217391304348,0.25,68.0,91.0
SHOP003,67,Matcha Latte,Ice,0.7065217391304348,0.8784868413555109,0.32608695652173914,0.967391304347826,0.20652173913043478,67.0,86.0
SHOP003,68,Matcha Latte,Hot,0.75,0.902893898143269,0.2826086956521739,0.967391304347826,0.16304347826086957,73.0,88.0
SHOP003,69,Matcha Latte (Gedhe),-,0.8152173913043478,1.0054200938997546,0.2717391304347826,0.9239130434782609,0.14130434782608695,73.0,86.0
SHOP003,7,Americano,Ice Arabica,0.7608695652173914,0.966841563388569,0.31521739130434784,0.9347826086956522,0.15217391304347827,74.0,88.0
SHOP003,70,Matchapresso,-,0.7391304347826086,0.9555330859059091,0.33695652173913043,0.9347826086956522,0.15217391304347827,74.0,88.0
SHOP003,71,Matchapresso (Gedhe),-,0.6521739130434783,0.8597269536210951,0.391304347826087,0.9565217391304348,0.08695652173913043,62.0,70.0
SHOP003,72,Moody,-,0.7717391304347826,0.9835605239881408,0.31521739130434784,0.9239130434782609,0.16304347826086957,56.0,71.0
SHOP003,73,Nostaltea,-,0.717391304347826,0.9555330859059091,0.34782608695652173,0.9565217391304348,0.2826086956521739,62.0,88.0
SHOP003,74,Not Tiramisu Latte,-,0.6521739130434783,0.872278375988647,0.40217391304347827,0.9456521739130435,0.06521739130434782,75.0,81.0
SHOP003,75,Not Tiramisu Latte (Gedhe),-,0.8260869565217391,1.03209369308428,0.2826086956521739,0.9021739130434783,0.021739130434782608,84.0,86.0
SHOP003,76,Nutella Meses,-,0.5543478260869565,0.7590039239172214,0.45652173913043476,0.9891304347826086,0.11956521739130435,54.0,65.0
SHOP003,77,Red Apple,-,0.7391304347826086,0.9325048082403138,0.32608695652173914,0.9347826086956522,0.15217391304347827,68.0,82.0
SHOP003,78,Red Liquid,-,0.8260869565217391,1.0215078369104984,0.2717391304347826,0.9130434782608695,0.06521739130434782,85.0,91.0
SHOP003,79,Shakencano,-,0.7065217391304348,0.9266583254759615,0.34782608695652173,0.967391304347826,0.09782608695652174,83.0,92.0
SHOP003,8,Apple Pie Latte,-,0.717391304347826,0.9555330859059091,0.3695652173913043,0.9239130434782609,0.15217391304347827,82.0,96.0
SHOP003,80,Sitrus Cafe,-,0.5869565217391305,0.8075728530872482,0.44565217391304346,0.967391304347826,0.1956521739130435,68.0,86.0
SHOP003,81,Soft Tea,-,0.717391304347826,0.8846517369293828,0.31521739130434784,0.967391304347826,0.17391304347826086,47.0,63.0
SHOP003,82,Summer,-,0.782608695652174,1.0,0.31521739130434784,0.9130434782608695,0.06521739130434782,85.0,91.0
SHOP003,83,Sunset,-,0.75,0.9612039551927889,0.32608695652173914,0.9347826086956522,0.22826086956521738,63.0,84.0
SHOP003,84,Susu Oat,-,0.6304347826086957,0.8340576562282991,0.40217391304347827,0.967391304347826,0.21739130434782608,71.0,91.0
SHOP003,85,Thai Tea,-,0.8369565217391305,1.118033988749895,0.31521739130434784,0.9021739130434783,0.03260869565217391,86.0,89.0
SHOP003,86,Thai Tea (Gedhe),-,0.6195652173913043,0.8275159265510557,0.41304347826086957,0.967391304347826,0.05434782608695652,72.0,77.0
SHOP003,87,Upgrade Beans (Arabica),-,0.7608695652173914,0.920774721067277,0.2826086956521739,0.9565217391304348,0.15217391304347827,77.0,91.0
SHOP003,88,Vanilla Latte,-,0.6956521739130435,0.920774721067277,0.3695652173913043,0.9456521739130435,0.13043478260869565,79.0,91.0
SHOP003,89,Vanilla Latte (Gedhe),-,0.6956521739130435,0.9325048082403138,0.391304347826087,0.9130434782608695,0.08695652173913043,77.0,85.0
SHOP003,9,Apple Pie Latte (Gedhe),-,0.7282608695652174,0.902893898143269,0.31521739130434784,0.9565217391304348,0.16304347826086957,75.0,90.0
SHOP003,90,WHITE,-,0.6630434782608695,0.8660254037844386,0.3804347826086957,0.9565217391304348,0.20652173913043478,71.0,90.0
SHOP003,91,WHITE,Houseblend,0.6739130434782609,0.9088932591463857,0.3804347826086957,0.967391304347826,0.17391304347826086,75.0,91.0
SHOP003,92,WHITE,Arabica,0.6413043478260869,0.8660254037844386,0.41304347826086957,0.9456521739130435,0.09782608695652174,77.0,86.0
SHOP003,93,Croffle,-,0.6739130434782609,0.9780192938436515,0.41304347826086957,0.9565217391304348,0.13043478260869565,72.0,84.0
SHOP003,94,Creamy Chocolate Cake,-,0.7608695652173914,1.0108111250054497,0.33695652173913043,0.9239130434782609,0.13043478260869565,78.0,90.0
SHOP003,95,Waffle,-,0.8043478260869565,1.0108111250054497,0.29347826086956524,0.9130434782608695,0.13043478260869565,79.0,91.0
SHOP003,96,Pisang Coklat,-,0.6413043478260869,0.8784868413555109,0.41304347826086957,0.9565217391304348,0.05434782608695652,85.0,90.0
